postcode,suburb
3691,Baranduda
3691,Barnawartha North
3691,Bellbridge
3691,Bethanga
3691,Bonegilla
3691,Dederang
3691,Ebden
3691,Huon
3691,Huon Creek
3691,Kergunyah
3691,Kiewa
3691,Leneva
3691,Osbornes Flat
3691,Staghorn Flat
3691,Talgarno
3691,Tangambalanga
3691,Upper Gundowring
3694,Bandiana
3695,Gundowring
3697,Tawonga
3698,Tawonga South
3699,Falls Creek (Vic.)
3699,Mount Beauty
3700,Bullioh
3700,Tallangatta
3701,Eskdale (Vic.)
3701,Mitta Mitta
3701,Tallangatta South
3701,Tallangatta Valley
3705,Cudgewa
3707,Corryong
3707,Nariel Valley
3709,Walwa
3711,Buxton (Vic.)
3712,Thornton (Vic.)
3713,Eildon
3713,Taylor Bay
3714,Acheron
3714,Alexandra (Vic.)
3714,Taggerty
3715,Merton
3717,Flowerdale (Vic.)
3717,Glenburn
3717,Murrindindi
3717,Yea
3719,Yarck
3720,Bonnie Doon (Vic.)
3722,Mansfield (Vic.)
3723,Barjarg
3723,Goughs Bay
3723,Howqua Hills
3723,Howqua Inlet
3723,Jamieson (Vic.)
3723,Merrijig (Mansfield - Vic.)
3723,Mount Buller
3723,Tolmie
3725,Goorambat
3726,Devenish
3726,Taminick
3727,St James (Vic.)
3728,Tungamah
3728,Wilby
3730,Bundalong
3730,Burramine
3730,Yarrawonga (Vic.)
3732,Moyhu
3733,Whitfield (Vic.)
3735,Whorouly
3737,Buffalo River
3737,Gapsted
3737,Mudgegonga
3737,Myrtleford
3737,Rosewhite
3739,Eurobin
3740,Porepunkah
3741,Bright (Vic.)
3741,Freeburgh
3741,Harrietville
3741,Hotham Heights
3744,Wandiligong
3746,Eldorado
3747,Beechworth
3747,Stanley (Vic.)
3747,Wooragee
3749,Yackandandah
3750,Wollert
3751,Woodstock (Vic.)
3752,South Morang
3753,Beveridge
3754,Doreen
3754,Mernda
3755,Yan Yean
3756,Darraweit Guim
3756,Upper Plenty
3756,Wallan
3757,Eden Park
3757,Humevale
3757,Kinglake Central
3757,Kinglake West
3757,Pheasant Creek (Vic.)
3757,Whittlesea
3758,Heathcote Junction
3758,Wandong
3759,Panton Hill
3760,Smiths Gully
3761,St Andrews (Vic.)
3763,Kinglake
3764,Kilmore
3764,Kilmore East
3764,Willowmavin
3765,Montrose (Vic.)
3766,Kalorama
3767,Mount Dandenong
3770,Coldstream (Vic.)
3770,Gruyere
3775,Christmas Hills (Vic.)
3775,Dixons Creek
3775,Steels Creek
3775,Yarra Glen
3777,Badger Creek
3777,Castella
3777,Chum Creek
3777,Healesville
3777,Toolangi
3778,Narbethong (Vic.)
3779,Marysville
3781,Cockatoo (Vic.)
3782,Avonsleigh
3782,Clematis
3782,Emerald (Vic.)
3782,Macclesfield (Vic.)
3783,Gembrook
3785,Tremont
3786,Ferny Creek
3787,Sassafras (Vic.)
3788,Olinda (Vic.)
3789,Sherbrooke
3791,Kallista
3792,The Patch
3793,Monbulk
3795,Silvan
3796,Mount Evelyn
3797,Gladysdale
3797,Powelltown
3797,Three Bridges
3797,Yarra Junction
3799,East Warburton
3799,McMahons Creek
3799,Millgrove
3799,Warburton (Vic.)
3799,Wesburn
3800,Clayton
3802,Endeavour Hills
3803,Hallam
3804,Narre Warren East
3804,Narre Warren North
3805,Narre Warren
3805,Narre Warren South
3806,Berwick
3806,Harkaway
3807,Beaconsfield (Vic.)
3807,Guys Hill
3808,Beaconsfield Upper
3808,Dewhurst
3809,Officer
3810,Pakenham
3810,Pakenham South
3810,Pakenham Upper
3812,Maryknoll
3812,Nar Nar Goon
3812,Nar Nar Goon North
3813,Tynong
3813,Tynong North
3814,Cora Lynn
3814,Garfield (Vic.)
3814,Garfield North
3815,Bunyip
3815,Iona
3815,Tonimbuk
3816,Labertouche
3816,Longwarry
3818,Athlone
3818,Drouin
3818,Drouin East
3818,Drouin South
3818,Drouin West
3818,Hallora
3818,Jindivick
3818,Ripplebrook
3820,Warragul
3821,Buln Buln
3821,Buln Buln East
3821,Ellinbank
3821,Nilma
3821,Nilma North
3821,Rokeby (Vic.)
3821,Shady Creek
3821,Warragul South
3822,Cloverlea
3822,Darnum
3823,Yarragon
3823,Yarragon South
3824,Childers (Vic.)
3824,Narracan
3824,Trafalgar (Vic.)
3824,Trafalgar East
3824,Trafalgar South
3825,Erica
3825,Hernes Oak
3825,Hill End (Vic.)
3825,Moe
3825,Moe South
3825,Newborough
3825,Rawson
3825,Tanjil South
3825,Willow Grove
3825,Yallourn
3825,Yallourn North
3831,Neerim East
3831,Neerim South
3832,Neerim
3833,Baw Baw (Vic.)
3833,Baw Baw Village
3833,Gentle Annie
3833,Noojee
3833,Tanjil Bren
3835,Thorpdale
3840,Hazelwood
3840,Hazelwood North
3840,Hazelwood South
3840,Jeeralang Junction
3840,Morwell
3842,Churchill (Vic.)
3844,Callignee
3844,Carrajung
3844,Traralgon
3844,Traralgon East
3844,Traralgon South
3844,Tyers
3847,Nambrok
3847,Rosedale (Vic.)
3847,Willung South
3850,Sale
3850,Wurruk
3851,Bundalaguah
3851,Cobains
3851,Fulham (Vic.)
3851,Golden Beach (Vic.)
3851,Lake Wellington
3851,Loch Sport
3851,Longford (Vic.)
3851,Seaspray
3851,Stradbroke
3852,East Sale
3854,Glengarry (Vic.)
3854,Glengarry North
3856,Toongabbie (Vic.)
3857,Cowwarr
3858,Denison
3858,Glenmaggie
3858,Heyfield
3858,Licola
3858,Seaton (Vic.)
3859,Newry
3859,Tinamba
3860,Boisdale
3860,Briagolong
3860,Coongulla
3860,Maffra (Vic.)
3862,Dargo
3862,Meerlieu
3862,Munro
3862,Stratford (Vic.)
3864,Fernbank
3865,Lindenow
3869,Yinnar
3869,Yinnar South
3870,Boolarra
3870,Boolarra South
3870,Budgeree
3871,Mirboo
3871,Mirboo North
3873,Gormandale
3874,Woodside (Vic.)
3875,Bairnsdale
3875,Calulu
3875,Clifton Creek
3875,East Bairnsdale
3875,Eastwood (Vic.)
3875,Forge Creek
3875,Goon Nure
3875,Granite Rock
3875,Lindenow South
3875,Lucknow (Vic.)
3875,Mount Taylor
3875,Newlands Arm
3875,Sarsfield
3875,Walpa
3875,Wy Yung
3878,Eagle Point
3880,Boole Poole
3880,Forge Creek
3880,Ocean Grange
3880,Paynesville (Vic.)
3880,Raymond Island
3882,Nicholson (Vic.)
3885,Bruthen
3885,Buchan
3885,Mossiface
3885,Tambo Upper
3885,Tom Groggin
3886,Newmerella
3887,Nowa Nowa
3888,Bendoc
3888,Bete Bolong
3888,Marlo
3888,Orbost
3889,Bemm River
3890,Cann River
3891,Genoa
3892,Mallacoota
3895,Reedy Flat
3896,Swifts Creek
3898,Dinner Plain
3898,Omeo
3900,Benambra
3902,Johnsonville
3903,Swan Reach (Vic.)
3904,Metung
3909,Kalimna
3909,Lake Bunga
3909,Lake Tyers Beach
3909,Lakes Entrance
3909,Nungurner
3909,Toorloo Arm
3910,Langwarrin
3911,Baxter
3911,Langwarrin South
3912,Pearcedale
3912,Somerville (Vic.)
3913,Tyabb
3915,Hastings (Vic.)
3915,Tuerong
3916,Point Leo
3916,Shoreham
3918,Bittern
3919,Crib Point
3920,Hmas Cerberus
3921,French Island
3922,Cowes
3922,Silverleaves
3922,Smiths Beach
3922,Sunset Strip (Vic.)
3922,Surf Beach (Vic.)
3922,Ventnor (Vic.)
3922,Wimbledon Heights
3923,Rhyll
3925,Cape Woolamai
3925,Newhaven
3925,San Remo (Vic.)
3926,Balnarring
3926,Balnarring Beach
3926,Merricks North
3927,Somers
3928,Main Ridge
3929,Flinders (Vic.)
3930,Mount Eliza
3931,Mornington (Vic.)
3933,Moorooduc
3934,Mount Martha
3936,Arthurs Seat
3936,Dromana
3936,Safety Beach (Vic.)
3937,Red Hill (Vic.)
3937,Red Hill South
3938,McCrae
3939,Boneo
3939,Cape Schanck
3939,Fingal (Vic.)
3939,Rosebud
3940,Rosebud West
3941,Rye
3941,St Andrews Beach
3941,Tootgarook
3942,Blairgowrie
3943,Sorrento (Vic.)
3944,Portsea
3945,Loch
3950,Korumburra
3950,Strzelecki (Vic.)
3951,Bena
3951,Kardella
3951,Outtrim
3953,Hallston
3953,Leongatha
3953,Leongatha North
3953,Leongatha South
3953,Nerrena
3954,Koonwarra
3956,Dumbalk
3956,Meeniyan
3956,Tarwin Lower
3956,Venus Bay (Vic.)
3956,Walkerville (Vic.)
3957,Stony Creek (South Gippsland - Vic.)
3958,Buffalo
3959,Fish Creek
3959,Sandy Point (Vic.)
3960,Foster
3960,Wilsons Promontory
3960,Woorarra West
3960,Yanakie
3962,Toora (Vic.)
3962,Toora North
3965,Port Welshpool
3966,Binginwarri
3966,Welshpool (Vic.)
3971,Alberton (Vic.)
3971,Devon North
3971,Jack River
3971,Manns Beach
3971,Port Albert
3971,Robertsons Beach
3971,Won Wron
3971,Yarram
3975,Lynbrook
3975,Lyndhurst (Vic.)
3976,Hampton Park
3977,Botanic Ridge
3977,Cannons Creek
3977,Cranbourne
3977,Cranbourne East
3977,Cranbourne North
3977,Cranbourne South
3977,Cranbourne West
3977,Devon Meadows
3977,Junction Village
3977,Sandhurst
3977,Skye (Vic.)
3978,Cardinia
3978,Clyde (Vic.)
3979,Glen Alvie
3979,Krowera
3980,Blind Bight
3980,Tooradin
3980,Warneet
3981,Bayles
3981,Catani
3981,Heath Hill
3981,Koo Wee Rup
3981,Yannathan
3984,Caldermeade
3984,Corinella (Vic.)
3984,Coronet Bay
3984,Grantville
3984,Lang Lang
3984,Tenby Point
3984,The Gurdies
3987,Nyora (Vic.)
3988,Poowong
3988,Poowong North
3991,Bass
3992,Dalyston
3995,Cape Paterson
3995,Harmers Haven
3995,Kilcunda
3995,Lance Creek
3995,North Wonthaggi
3995,South Dudley
3995,Wattle Bank
3995,Wonthaggi
3995,Woolamai
3996,Inverloch
4000,Brisbane City
4000,Petrie Terrace
4000,Spring Hill (Qld)
4005,New Farm
4006,Bowen Hills
4006,Fortitude Valley
4006,Herston
4006,Newstead (Qld)
4006,Teneriffe
4007,Ascot (Brisbane - Qld)
4007,Hamilton (Qld)
4008,Pinkenba
4009,Eagle Farm
4010,Albion (Brisbane - Qld)
4011,Clayfield
4011,Hendra
4012,Nundah
4012,Wavell Heights
4013,Northgate (Qld)
4014,Banyo
4014,Nudgee
4014,Nudgee Beach
4014,Virginia (Qld)
4017,Bracken Ridge
4017,Brighton (Qld)
4017,Deagon
4017,Sandgate (Qld)
4017,Shorncliffe
4018,Fitzgibbon
4018,Taigum
4019,Clontarf (Moreton Bay - Qld)
4019,Margate (Qld)
4019,Woody Point
4020,Newport (Qld)
4020,Redcliffe (Qld)
4020,Scarborough (Qld)
4021,Kippa-Ring
4022,Rothwell
4025,Kooringal (Qld)
4025,St Helena Island
4030,Lutwyche
4030,Windsor (Qld)
4030,Wooloowin
4031,Gordon Park
4031,Kedron
4031,Wavell Heights
4032,Chermside
4032,Chermside West
4034,Aspley
4034,Boondall
4034,Carseldine
4034,Geebung
4034,Zillmere
4035,Albany Creek
4035,Bridgeman Downs
4036,Bald Hills (Qld)
4036,Carseldine
4037,Eatons Hill
4051,Alderley
4051,Enoggera
4051,Gaythorne
4051,Grange (Qld)
4051,Newmarket
4051,Wilston
4053,Everton Hills
4053,Everton Park
4053,McDowall
4053,Mitchelton
4053,Stafford
4053,Stafford Heights
4054,Arana Hills
4054,Keperra
4055,Bunya
4055,Ferny Grove
4055,Ferny Hills
4055,Upper Kedron
4059,Kelvin Grove
4059,Red Hill (Brisbane - Qld)
4060,Ashgrove
4061,The Gap (Brisbane - Qld)
4064,Milton (Qld)
4064,Paddington (Qld)
4065,Bardon
4066,Auchenflower
4066,Mount Coot-tha
4066,Toowong
4067,St Lucia
4068,Chelmer
4068,Indooroopilly
4068,Taringa
4069,Brookfield (Qld)
4069,Chapel Hill (Qld)
4069,Fig Tree Pocket
4069,Kenmore
4069,Kenmore Hills
4069,Pinjarra Hills
4069,Pullenvale
4069,Upper Brookfield
4070,Anstead
4070,Bellbowrie
4070,Moggill
4072,St Lucia
4073,Seventeen Mile Rocks
4073,Sinnamon Park
4074,Jamboree Heights
4074,Jindalee (Qld)
4074,Middle Park (Qld)
4074,Mount Ommaney
4074,Riverhills
4074,Sumner
4074,Westlake
4075,Corinda
4075,Graceville
4075,Oxley (Qld)
4075,Sherwood (Qld)
4076,Darra
4076,Wacol
4077,Doolandella
4077,Durack (Qld)
4077,Inala
4077,Richlands (Qld)
4078,Ellen Grove
4078,Forest Lake
4101,Highgate Hill
4101,South Brisbane
4101,West End (Brisbane - Qld)
4102,Dutton Park
4102,Woolloongabba
4103,Annerley
4103,Fairfield (Qld)
4104,Yeronga
4105,Moorooka
4105,Tennyson (Qld)
4105,Yeerongpilly
4106,Rocklea (Qld)
4107,Salisbury (Qld)
4108,Archerfield
4108,Coopers Plains
4109,Macgregor (Qld)
4109,Robertson (Qld)
4109,Sunnybank
4109,Sunnybank Hills
4110,Acacia Ridge
4110,Heathwood
4110,Larapinta (Qld)
4110,Pallara
4110,Willawong
4111,Nathan
4112,Kuraby
4113,Eight Mile Plains
4113,Runcorn
4114,Kingston (Qld)
4114,Logan Central
4114,Slacks Creek
4114,Woodridge (Qld)
4115,Algester
4115,Parkinson
4116,Calamvale
4116,Drewvale
4116,Stretton
4117,Berrinba
4117,Karawatha
4118,Browns Plains (Qld)
4118,Forestdale
4118,Heritage Park
4118,Hillcrest (Qld)
4118,Regents Park (Qld)
4119,Underwood (Qld)
4120,Greenslopes
4121,Holland Park
4121,Holland Park West
4121,Tarragindi
4122,Carindale
4122,Mansfield (Qld)
4122,Mount Gravatt
4122,Mount Gravatt East
4122,Upper Mount Gravatt
4122,Wishart (Qld)
4123,Rochedale
4123,Rochedale South
4124,Boronia Heights
4124,Greenbank
4124,New Beith
4124,Spring Mountain (Qld)
4125,Munruben
4125,Park Ridge
4125,Park Ridge South
4127,Daisy Hill (Qld)
4127,Priestdale
4127,Slacks Creek
4127,Springwood (Qld)
4128,Shailer Park
4128,Tanah Merah
4129,Loganholme
4130,Carbrook
4130,Cornubia
4131,Loganlea
4131,Meadowbrook
4132,Crestmead
4132,Marsden
4133,Chambers Flat
4133,Logan Reserve
4133,Waterford (Qld)
4133,Waterford West
4151,Coorparoo
4152,Camp Hill
4152,Carina (Qld)
4152,Carina Heights
4152,Carindale
4153,Belmont (Qld)
4154,Gumdale
4154,Ransome
4154,Wakerley
4155,Chandler (Qld)
4156,Burbank
4156,Mackenzie (Brisbane - Qld)
4157,Capalaba
4157,Chandler (Qld)
4157,Sheldon
4158,Thorneside
4159,Birkdale
4160,Ormiston
4160,Wellington Point
4161,Alexandra Hills
4163,Cleveland (Qld)
4164,Thornlands
4165,Mount Cotton
4165,Redland Bay
4165,Victoria Point (Qld)
4169,East Brisbane
4169,Kangaroo Point (Qld)
4170,Cannon Hill
4170,Morningside
4170,Norman Park
4170,Seven Hills (Qld)
4171,Balmoral (Qld)
4171,Bulimba
4171,Hawthorne
4172,Murarrie
4173,Tingalpa
4174,Hemmant
4178,Lytton
4178,Wynnum
4178,Wynnum West
4179,Lota
4179,Manly (Qld)
4179,Manly West
4183,Amity
4183,Dunwich
4183,North Stradbroke Island
4183,Point Lookout
4184,Coochiemudlo Island
4184,Karragarra Island
4184,Lamb Island
4184,Macleay Island
4184,Moreton Bay
4184,Russell Island
4205,Bethania
4207,Alberton (Qld)
4207,Bahrs Scrub
4207,Bannockburn (Qld)
4207,Beenleigh
4207,Belivah
4207,Buccan
4207,Cedar Creek (Gold Coast - Qld)
4207,Eagleby
4207,Edens Landing
4207,Holmview
4207,Logan Village
4207,Luscombe
4207,Mount Warren Park
4207,Stapylton
4207,Steiglitz (Qld)
4207,Windaroo
4207,Wolffdene
4207,Woongoolba
4207,Yatala
4208,Jacobs Well
4208,Kingsholme
4208,Norwell
4208,Ormeau
4208,Ormeau Hills
4209,Coomera
4209,Pimpama
4209,Upper Coomera
4209,Willow Vale (Qld)
4210,Guanaba
4210,Maudsland
4210,Oxenford
4210,Wongawallan
4211,Advancetown
4211,Beechmont
4211,Carrara
4211,Clagiraba
4211,Gaven
4211,Gilston
4211,Highland Park
4211,Lower Beechmont
4211,Mount Nathan
4211,Nerang
4211,Numinbah Valley
4211,Pacific Pines
4212,Helensvale
4212,Hope Island
4212,Southern Moreton Bay Islands
4213,Austinville
4213,Bonogin
4213,Mudgeeraba
4213,Springbrook
4213,Tallai
4213,Worongary
4214,Arundel
4214,Ashmore
4214,Molendinar
4214,Parkwood (Qld)
4215,Labrador
4215,Southport (Qld)
4216,Biggera Waters
4216,Coombabah
4216,Hollywell
4216,Paradise Point
4216,Runaway Bay
4216,South Stradbroke
4217,Benowa
4217,Bundall
4217,Main Beach
4217,Surfers Paradise
4218,Broadbeach
4218,Broadbeach Waters
4218,Mermaid Beach
4218,Mermaid Waters
4219,Burleigh Heads
4220,Burleigh Heads
4220,Burleigh Waters
4220,Miami
4221,Elanora
4221,Palm Beach (Qld)
4223,Currumbin
4223,Currumbin Valley
4223,Currumbin Waters
4223,Tugun
4224,Tugun
4225,Bilinga
4225,Coolangatta (Qld)
4226,Clear Island Waters
4226,Merrimac
4226,Robina
4227,Reedy Creek (Qld)
4227,Varsity Lakes
4228,Tallebudgera
4228,Tallebudgera Valley
4229,Varsity Lakes
4230,Robina
4270,Tamborine
4271,Tamborine Mountain
4272,Tamborine Mountain
4275,Boyland
4275,Canungra
4275,Illinbah
4275,Witheren
4275,Wonglepong
4280,Jimboomba
4280,North Maclean
4280,South Maclean
4280,Stockleigh
4285,Beaudesert
4285,Biddaddaba
4285,Bromelton
4285,Cedar Grove
4285,Cedar Vale
4285,Darlington (Qld)
4285,Gleneagle
4285,Innisplain
4285,Josephville
4285,Kerry
4285,Kooralbyn
4285,Laravale
4285,Mundoolun
4285,Veresdale Scrub
4285,Woodhill (Qld)
4287,Palen Creek
4287,Rathdowney
4300,Augustine Heights
4300,Bellbird Park
4300,Brookwater
4300,Camira (Qld)
4300,Carole Park
4300,Ellen Grove
4300,Gailes
4300,Goodna
4300,Springfield (Ipswich - Qld)
4300,Springfield Central
4300,Springfield Lakes
4301,Collingwood Park (Qld)
4301,Redbank (Qld)
4301,Redbank Plains
4303,Dinmore
4303,New Chum
4303,Riverview (Qld)
4304,Blackstone
4304,Booval
4304,Bundamba
4304,Ebbw Vale
4304,North Booval
4304,Silkstone
4305,Basin Pocket
4305,Brassall
4305,Churchill (Qld)
4305,Coalfalls
4305,East Ipswich
4305,Eastern Heights
4305,Flinders View
4305,Ipswich
4305,Leichhardt (Qld)
4305,Moores Pocket
4305,Newtown (Ipswich - Qld)
4305,North Ipswich
4305,One Mile (Qld)
4305,Raceview
4305,Sadliers Crossing
4305,Tivoli
4305,West Ipswich
4305,Woodend (Qld)
4305,Wulkuraka
4305,Yamanto
4306,Amberley
4306,Barellan Point
4306,Benarkin North
4306,Blackbutt (Qld)
4306,Blackbutt North
4306,Chuwar
4306,Deebing Heights
4306,England Creek
4306,Fairney View
4306,Fernvale (Qld)
4306,Glamorgan Vale
4306,Haigslea
4306,Harlin
4306,Ironbark (Qld)
4306,Karalee
4306,Karana Downs
4306,Karrabin
4306,Kholo
4306,Moore
4306,Mount Crosby
4306,Muirlea
4306,Peak Crossing
4306,Pine Mountain (Qld)
4306,Purga
4306,Ripley
4306,South Ripley
4306,Taromeo
4306,Thagoona
4306,Walloon
4306,Wanora
4306,Willowbank
4306,Wivenhoe Pocket
4307,Harrisville
4307,Mutdapilly
4307,Warrill View
4309,Aratula (Qld)
4309,Kalbar
4309,Moogerah
4309,Munbilla
4309,Tarome
4310,Allandale (Qld)
4310,Boonah (Qld)
4310,Charlwood
4310,Coochin
4310,Croftby
4310,Dugandan
4310,Frenches Creek
4310,Hoya
4310,Milbong
4310,Mount Alford
4310,Roadvale
4310,Wyaralong
4311,Atkinsons Dam
4311,Brightview
4311,Churchable
4311,Clarendon (Qld)
4311,Coolana
4311,Coominya
4311,Lockyer Waters
4311,Lowood
4311,Minden
4311,Mount Tarampa
4311,Patrick Estate
4311,Prenzlau
4311,Tarampa
4312,Crossdale
4312,Esk (Qld)
4312,Mount Hallen
4312,Redbank Creek
4312,Somerset Dam
4313,Braemore
4313,Mount Beppo
4313,Toogoolawah
4340,Calvert (Qld)
4340,Coleyville
4340,Ebenezer (Qld)
4340,Grandchester
4340,Lanefield
4340,Mount Forbes
4340,Mount Mort
4340,Rosevale (Qld)
4340,Rosewood (Qld)
4340,Tallegalla
4341,Blenheim
4341,Hatton Vale
4341,Kensington Grove
4341,Laidley
4341,Laidley Heights
4341,Laidley South
4341,Mulgowie
4341,Plainland
4341,Regency Downs
4341,Summerholm
4341,Thornton (Qld)
4342,Forest Hill (Qld)
4342,Glenore Grove
4342,Lockrose
4343,Adare
4343,Black Duck Creek
4343,Gatton
4343,Lake Clarendon
4343,Lower Tenthill
4343,Morton Vale
4343,Mount Sylvia
4343,Placid Hills
4343,Ropeley
4343,Spring Creek (Lockyer Valley - Qld)
4343,Upper Tenthill
4344,Carpendale
4344,Flagstone Creek
4344,Helidon
4344,Helidon Spa
4344,Rockmount
4345,Lawes
4346,Marburg
4347,Grantham
4347,Ma Ma Creek
4347,Mount Whitestone
4350,Athol
4350,Blue Mountain Heights
4350,Centenary Heights
4350,Cotswold Hills
4350,Cranley
4350,Darling Heights
4350,Drayton
4350,East Toowoomba
4350,Glenvale
4350,Gowrie Mountain
4350,Harlaxton
4350,Harristown
4350,Kearneys Spring
4350,Middle Ridge
4350,Mount Kynoch
4350,Mount Lofty
4350,Mount Rascal
4350,Newtown (Toowoomba - Qld)
4350,North Toowoomba
4350,Prince Henry Heights
4350,Rangeville
4350,Redwood
4350,Rockville
4350,South Toowoomba
4350,Toowoomba City
4350,Top Camp
4350,Torrington (Qld)
4350,Wellcamp
4350,Westbrook (Qld)
4350,Wilsonton
4350,Wilsonton Heights
4352,Blanchview
4352,Cabarlah
4352,Geham
4352,Glencoe (Qld)
4352,Gowrie Junction
4352,Groomsville
4352,Hampton (Qld)
4352,Highfields (Qld)
4352,Hodgson Vale
4352,Karara
4352,Kleinton
4352,Maclagan
4352,Meringandan
4352,Meringandan West
4352,Murphys Creek (Qld)
4352,Peranga
4352,Postmans Ridge
4352,Pozieres
4352,Preston (Toowoomba - Qld)
4352,Ravensbourne
4352,Upper Lockyer
4352,Vale View
4352,Withcott
4352,Wyreema
4352,Yandilla
4353,Haden
4354,Goombungee
4355,Crows Nest (Qld)
4355,Emu Creek (Qld)
4355,Glenaven
4355,Pierces Creek
4356,Bongeen
4356,Felton
4356,Irongate
4356,Linthorpe
4356,Mount Tyson
4356,Pittsworth
4356,Scrubby Mountain
4356,Stoneleigh (Qld)
4357,Captains Mountain
4357,Millmerran
4357,Millmerran Downs
4357,Tummaville
4358,Cambooya
4358,Ellangowan (Qld)
4358,Ramsay (Qld)
4359,East Greenmount
4359,Greenmount (Toowoomba - Qld)
4359,Hirstglen
4360,Nobby
4361,Back Plains
4361,Clifton (Qld)
4361,Spring Creek (Toowoomba - Qld)
4362,Allora
4362,Deuchar
4362,Goomburra
4362,Hendon (Qld)
4362,Mount Marshall
4363,Southbrook
4364,Brookstead
4365,Leyburn
4370,Canningvale
4370,Freestone
4370,Junabee
4370,Leslie Dam
4370,Loch Lomond
4370,Maryvale (Southern Downs - Qld)
4370,Pratten
4370,Rosehill (Qld)
4370,Rosenthal Heights
4370,Sladevale
4370,Warwick (Qld)
4370,Willowvale (Qld)
4371,Emu Vale
4371,Yangan
4372,Tannymorel
4373,Killarney (Qld)
4373,The Falls
4374,Dalveen
4375,Cottonvale (Qld)
4376,Thulimbah
4377,The Summit
4378,Applethorpe
4380,Amiens
4380,Broadwater (Qld)
4380,Dalcouth
4380,Eukey
4380,Greenlands (Qld)
4380,Severnlea
4380,Stanthorpe
4381,Glen Aplin
4382,Ballandean
4383,Jennings
4383,Wallangarra
4385,Texas (Qld)
4387,Coolmunda
4387,Inglewood (Qld)
4388,Yelarbon
4390,Goondiwindi
4390,Lundavra
4400,Kingsthorpe
4401,Acland
4401,Aubigny
4401,Biddeston
4401,Oakey
4402,Cooyar
4403,Jondaryan
4403,Quinalow
4404,Bowenville
4405,Dalby
4405,Ducklo
4405,Macalister
4405,Nandi
4405,Weranga
4406,Hannaford
4406,Kaimkillenbun
4406,Kogan
4406,Moonie
4407,Cecil Plains
4408,Bell (Qld)
4408,Cooranga
4410,Jandowae
4411,Warra
4412,Brigalow
4413,Burra Burri
4413,Chances Plain
4413,Chinchilla
4413,Crossroads
4413,Red Hill (Western Downs - Qld)
4415,Miles
4416,Condamine
4417,Noorindoo
4417,Surat
4419,Grosmont
4419,Roche Creek
4419,Wandoan
4420,Kinnoul
4420,Taroom
4421,Tara (Qld)
4422,Inglestone
4422,Meandarra
4424,Drillham
4425,Dulacca
4427,Yuleba
4428,Wallumbilla
4428,Wallumbilla North
4428,Wallumbilla South
4454,Injune
4455,Dargal Road
4455,Eumamurrin
4455,Euthulla
4455,Mount Abundance
4455,Roma
4455,Tingun
4462,Amby
4465,Dunkeld (Qld)
4465,Mitchell (Qld)
4468,Morven (Qld)
4470,Charleville
4472,Blackall
4477,Augathella
4478,Tambo
4480,Eromanga
4480,Quilpie
4481,Windorah
4486,Dirranbandi
4487,St George (Qld)
4488,Bollon
4490,Cunnamulla
4490,Yowah
4492,Dynevor
4492,Thargomindah
4494,Bungunya
4496,North Talwood
4497,Thallon
4498,Toobeah
4500,Bray Park (Qld)
4500,Brendale
4500,Cashmere
4500,Clear Mountain
4500,Joyner
4500,Strathpine
4500,Warner
4501,Lawnton
4502,Petrie
4503,Dakabin
4503,Griffin
4503,Kallangur
4503,Kurwongbah
4503,Murrumba Downs
4503,Whiteside
4504,Narangba
4505,Burpengary
4505,Burpengary East
4506,Moorina (Qld)
4506,Morayfield
4507,Banksia Beach
4507,Bellara
4507,Bongaree
4507,Welsby
4507,White Patch
4507,Woorim
4508,Deception Bay
4509,Mango Hill
4509,North Lakes
4510,Beachmere
4510,Bellmere
4510,Caboolture
4510,Caboolture South
4510,Donnybrook (Qld)
4510,Meldale
4510,Moodlu
4510,Rocksberg
4510,Toorbul
4510,Upper Caboolture
4511,Godwin Beach
4511,Ningi
4511,Sandstone Point
4512,Bracalba
4512,Wamuran
4514,Booroobin
4514,D'Aguilar
4514,Delaneys Creek
4514,Mount Delaney
4514,Neurum
4514,Stanmore (Qld)
4514,Stony Creek (Qld)
4514,Villeneuve
4514,Woodford (Qld)
4515,Hazeldean
4515,Kilcoy
4515,Linville
4515,Mount Kilcoy
4515,Royston
4515,Sandy Creek (Qld)
4516,Elimbah
4517,Beerburrum
4518,Beerburrum
4518,Glass House Mountains
4519,Beerwah
4519,Coochin Creek
4519,Crohamhurst
4519,Peachester
4520,Armstrong Creek
4520,Camp Mountain
4520,Cedar Creek (Moreton Bay - Qld)
4520,Closeburn
4520,Draper
4520,Enoggera Reservoir
4520,Highvale
4520,Kobble Creek
4520,Mount Glorious
4520,Mount Nebo
4520,Mount Samson
4520,Samford Valley
4520,Samford Village
4520,Samsonvale
4520,Wights Mountain
4520,Yugar
4521,Dayboro
4521,King Scrub
4521,Laceys Creek
4521,Mount Mee
4521,Mount Pleasant (Moreton Bay - Qld)
4521,Ocean View
4550,Landsborough (Qld)
4550,Mount Mellum
4551,Aroona
4551,Battery Hill
4551,Bells Creek
4551,Caloundra
4551,Caloundra West
4551,Currimundi
4551,Dicky Beach
4551,Golden Beach (Qld)
4551,Kings Beach
4551,Little Mountain
4551,Meridan Plains
4551,Moffat Beach
4551,Pelican Waters
4551,Shelly Beach (Sunshine Coast - Qld)
4552,Bald Knob
4552,Balmoral Ridge
4552,Cambroon
4552,Conondale
4552,Maleny
4552,North Maleny
4552,Reesville
4552,Witta
